Canadian CMA,Country,Continent,Gender,Population,Latitude,Longitude
Hamilton,Poland,Europe,Men+,55,43.255203,-79.843826
Hamilton,Romania,Europe,Men+,35,43.255203,-79.843826
Hamilton,Russian Federation,Europe,Men+,65,43.255203,-79.843826
Hamilton,Slovakia,Europe,Men+,15,43.255203,-79.843826
Hamilton,Ukraine,Europe,Men+,65,43.255203,-79.843826
Hamilton,Finland,Europe,Men+,10,43.255203,-79.843826
Hamilton,Ireland,Europe,Men+,65,43.255203,-79.843826
Hamilton,Norway,Europe,Men+,15,43.255203,-79.843826
Hamilton,Sweden,Europe,Men+,10,43.255203,-79.843826
Hamilton,United Kingdom,Europe,Men+,350,43.255203,-79.843826
Hamilton,Albania,Europe,Men+,30,43.255203,-79.843826
Hamilton,Bosnia and Herzegovina,Europe,Men+,95,43.255203,-79.843826
Hamilton,Croatia,Europe,Men+,85,43.255203,-79.843826
Hamilton,Greece,Europe,Men+,20,43.255203,-79.843826
Hamilton,Italy,Europe,Men+,40,43.255203,-79.843826
Hamilton,Kosovo,Europe,Men+,30,43.255203,-79.843826
Hamilton,Portugal,Europe,Men+,110,43.255203,-79.843826
Hamilton,Serbia,Europe,Men+,70,43.255203,-79.843826
Hamilton,Slovenia,Europe,Men+,15,43.255203,-79.843826
Hamilton,Spain,Europe,Men+,10,43.255203,-79.843826
Hamilton,C̫te d'Ivoire,Africa,Men+,15,43.255203,-79.843826
Hamilton,Ghana,Africa,Men+,20,43.255203,-79.843826
Hamilton,Liberia,Africa,Men+,20,43.255203,-79.843826
Hamilton,Nigeria,Africa,Men+,475,43.255203,-79.843826
Hamilton,Burundi,Africa,Men+,65,43.255203,-79.843826
Hamilton,Eritrea,Africa,Men+,45,43.255203,-79.843826
Hamilton,Ethiopia,Africa,Men+,55,43.255203,-79.843826
Hamilton,Kenya,Africa,Men+,50,43.255203,-79.843826
Hamilton,Mauritius,Africa,Men+,10,43.255203,-79.843826
Hamilton,Rwanda,Africa,Men+,30,43.255203,-79.843826
Hamilton,Somalia,Africa,Men+,95,43.255203,-79.843826
Hamilton,Tanzania,Africa,Men+,40,43.255203,-79.843826
Hamilton,Zimbabwe,Africa,Men+,55,43.255203,-79.843826
Hamilton,Algeria,Africa,Men+,35,43.255203,-79.843826
Hamilton,Egypt,Africa,Men+,290,43.255203,-79.843826
Hamilton,Morocco,Africa,Men+,20,43.255203,-79.843826
Hamilton,Sudan,Africa,Men+,110,43.255203,-79.843826
Hamilton,Tunisia,Africa,Men+,15,43.255203,-79.843826
Hamilton,Angola,Africa,Men+,10,43.255203,-79.843826
Hamilton,Cameroon,Africa,Men+,35,43.255203,-79.843826
Hamilton,Chad,Africa,Men+,50,43.255203,-79.843826
Hamilton,"Congo, Democratic Republic of the",Africa,Men+,115,43.255203,-79.843826
Hamilton,"South Africa, Republic of",Africa,Men+,160,43.255203,-79.843826
Hamilton,Afghanistan,Asia,Men+,135,43.255203,-79.843826
Hamilton,Azerbaijan,Asia,Men+,15,43.255203,-79.843826
Hamilton,Bahrain,Asia,Men+,15,43.255203,-79.843826
Hamilton,Cyprus,Asia,Men+,10,43.255203,-79.843826
Hamilton,Iran,Asia,Men+,95,43.255203,-79.843826
Hamilton,Iraq,Asia,Men+,450,43.255203,-79.843826
Hamilton,Israel,Asia,Men+,10,43.255203,-79.843826
Hamilton,Jordan,Asia,Men+,120,43.255203,-79.843826
Hamilton,Kazakhstan,Asia,Men+,10,43.255203,-79.843826
Hamilton,Kuwait,Asia,Men+,45,43.255203,-79.843826
Hamilton,Lebanon,Asia,Men+,120,43.255203,-79.843826
Hamilton,Qatar,Asia,Men+,20,43.255203,-79.843826
Hamilton,Saudi Arabia,Asia,Men+,155,43.255203,-79.843826
Hamilton,Syria,Asia,Men+,1495,43.255203,-79.843826
Hamilton,Turkey,Asia,Men+,165,43.255203,-79.843826
Hamilton,United Arab Emirates,Asia,Men+,150,43.255203,-79.843826
Hamilton,Uzbekistan,Asia,Men+,10,43.255203,-79.843826
Hamilton,West Bank and Gaza Strip,Asia,Men+,45,43.255203,-79.843826
Hamilton,Yemen,Asia,Men+,45,43.255203,-79.843826
Hamilton,China,Asia,Men+,410,43.255203,-79.843826
Hamilton,Hong Kong,Asia,Men+,10,43.255203,-79.843826
Hamilton,"Korea, South",Asia,Men+,140,43.255203,-79.843826
Hamilton,Cambodia,Asia,Men+,15,43.255203,-79.843826
Hamilton,Indonesia,Asia,Men+,20,43.255203,-79.843826
Hamilton,Myanmar,Asia,Men+,10,43.255203,-79.843826
Hamilton,Philippines,Asia,Men+,965,43.255203,-79.843826
Hamilton,Singapore,Asia,Men+,10,43.255203,-79.843826
Hamilton,Thailand,Asia,Men+,15,43.255203,-79.843826
Hamilton,Viet Nam,Asia,Men+,95,43.255203,-79.843826
Hamilton,Bangladesh,Asia,Men+,110,43.255203,-79.843826
Hamilton,India,Asia,Men+,2410,43.255203,-79.843826
Hamilton,Nepal,Asia,Men+,25,43.255203,-79.843826
Hamilton,Pakistan,Asia,Men+,420,43.255203,-79.843826
Hamilton,Sri Lanka,Asia,Men+,50,43.255203,-79.843826
Hamilton,United States of America,North America,Women+,440,43.255203,-79.843826
Hamilton,El Salvador,North America,Women+,85,43.255203,-79.843826
Hamilton,Guatemala,North America,Women+,25,43.255203,-79.843826
Hamilton,Honduras,North America,Women+,20,43.255203,-79.843826
Hamilton,Mexico,North America,Women+,100,43.255203,-79.843826
Hamilton,Nicaragua,North America,Women+,20,43.255203,-79.843826
Hamilton,Bahamas,North America,Women+,15,43.255203,-79.843826
Hamilton,Barbados,North America,Women+,10,43.255203,-79.843826
Hamilton,Cuba,North America,Women+,55,43.255203,-79.843826
Hamilton,Dominican Republic,North America,Women+,35,43.255203,-79.843826
Hamilton,Haiti,North America,Women+,20,43.255203,-79.843826
Hamilton,Jamaica,North America,Women+,260,43.255203,-79.843826
Hamilton,Trinidad and Tobago,North America,Women+,50,43.255203,-79.843826
Hamilton,Argentina,South America,Women+,15,43.255203,-79.843826
Hamilton,Brazil,South America,Women+,180,43.255203,-79.843826
Hamilton,Colombia,South America,Women+,235,43.255203,-79.843826
Hamilton,Guyana,South America,Women+,25,43.255203,-79.843826
Hamilton,Peru,South America,Women+,25,43.255203,-79.843826
Hamilton,Venezuela,South America,Women+,120,43.255203,-79.843826
Hamilton,Belgium,Europe,Women+,10,43.255203,-79.843826
Hamilton,France,Europe,Women+,70,43.255203,-79.843826
Hamilton,Germany,Europe,Women+,30,43.255203,-79.843826
Hamilton,Belarus,Europe,Women+,15,43.255203,-79.843826
Hamilton,Bulgaria,Europe,Women+,10,43.255203,-79.843826
Hamilton,Czechia,Europe,Women+,20,43.255203,-79.843826
Hamilton,Estonia,Europe,Women+,10,43.255203,-79.843826
Hamilton,Hungary,Europe,Women+,35,43.255203,-79.843826
Hamilton,Moldova,Europe,Women+,20,43.255203,-79.843826
Hamilton,Poland,Europe,Women+,80,43.255203,-79.843826
Hamilton,Romania,Europe,Women+,35,43.255203,-79.843826
Hamilton,Russian Federation,Europe,Women+,105,43.255203,-79.843826
Hamilton,Slovakia,Europe,Women+,30,43.255203,-79.843826
Hamilton,Ukraine,Europe,Women+,100,43.255203,-79.843826
Hamilton,Denmark,Europe,Women+,10,43.255203,-79.843826
Hamilton,Finland,Europe,Women+,15,43.255203,-79.843826
Hamilton,Ireland,Europe,Women+,25,43.255203,-79.843826
Hamilton,Norway,Europe,Women+,10,43.255203,-79.843826
Hamilton,United Kingdom,Europe,Women+,230,43.255203,-79.843826
Hamilton,Albania,Europe,Women+,30,43.255203,-79.843826
Hamilton,Bosnia and Herzegovina,Europe,Women+,50,43.255203,-79.843826
Hamilton,Croatia,Europe,Women+,60,43.255203,-79.843826
Hamilton,Greece,Europe,Women+,20,43.255203,-79.843826
Hamilton,Italy,Europe,Women+,15,43.255203,-79.843826
Hamilton,Kosovo,Europe,Women+,35,43.255203,-79.843826
Hamilton,Malta,Europe,Women+,10,43.255203,-79.843826
Hamilton,North Macedonia,Europe,Women+,15,43.255203,-79.843826
Hamilton,Portugal,Europe,Women+,85,43.255203,-79.843826
Hamilton,Serbia,Europe,Women+,80,43.255203,-79.843826
Hamilton,C̫te d'Ivoire,Africa,Women+,25,43.255203,-79.843826
Hamilton,Ghana,Africa,Women+,25,43.255203,-79.843826
Hamilton,Guinea,Africa,Women+,10,43.255203,-79.843826
Hamilton,Niger,Africa,Women+,10,43.255203,-79.843826
Hamilton,Nigeria,Africa,Women+,590,43.255203,-79.843826
Hamilton,Burundi,Africa,Women+,60,43.255203,-79.843826
Hamilton,Eritrea,Africa,Women+,30,43.255203,-79.843826
Hamilton,Ethiopia,Africa,Women+,55,43.255203,-79.843826
Hamilton,Kenya,Africa,Women+,70,43.255203,-79.843826
Hamilton,Madagascar,Africa,Women+,15,43.255203,-79.843826
Hamilton,Malawi,Africa,Women+,10,43.255203,-79.843826
Hamilton,Mauritius,Africa,Women+,10,43.255203,-79.843826
Hamilton,Somalia,Africa,Women+,135,43.255203,-79.843826
Hamilton,Tanzania,Africa,Women+,10,43.255203,-79.843826
Hamilton,Uganda,Africa,Women+,15,43.255203,-79.843826
Hamilton,Zimbabwe,Africa,Women+,35,43.255203,-79.843826
Hamilton,Algeria,Africa,Women+,30,43.255203,-79.843826
Hamilton,Egypt,Africa,Women+,285,43.255203,-79.843826
Hamilton,Libya,Africa,Women+,10,43.255203,-79.843826
Hamilton,Morocco,Africa,Women+,30,43.255203,-79.843826
Hamilton,Sudan,Africa,Women+,185,43.255203,-79.843826
Hamilton,Tunisia,Africa,Women+,20,43.255203,-79.843826
Hamilton,Cameroon,Africa,Women+,30,43.255203,-79.843826
Hamilton,Central African Republic,Africa,Women+,25,43.255203,-79.843826
Hamilton,Chad,Africa,Women+,70,43.255203,-79.843826
Hamilton,"Congo, Democratic Republic of the",Africa,Women+,150,43.255203,-79.843826
Hamilton,"South Africa, Republic of",Africa,Women+,85,43.255203,-79.843826
Hamilton,Afghanistan,Asia,Women+,170,43.255203,-79.843826
Hamilton,Azerbaijan,Asia,Women+,20,43.255203,-79.843826
Hamilton,Iran,Asia,Women+,125,43.255203,-79.843826
Hamilton,Iraq,Asia,Women+,595,43.255203,-79.843826
Hamilton,Israel,Asia,Women+,30,43.255203,-79.843826
Hamilton,Jordan,Asia,Women+,130,43.255203,-79.843826
Hamilton,Kazakhstan,Asia,Women+,25,43.255203,-79.843826
Hamilton,Kuwait,Asia,Women+,80,43.255203,-79.843826
Hamilton,Kyrgyzstan,Asia,Women+,20,43.255203,-79.843826
Hamilton,Lebanon,Asia,Women+,110,43.255203,-79.843826
Hamilton,Oman,Asia,Women+,30,43.255203,-79.843826
Hamilton,Qatar,Asia,Women+,15,43.255203,-79.843826
Hamilton,Saudi Arabia,Asia,Women+,135,43.255203,-79.843826
Hamilton,Syria,Asia,Women+,1370,43.255203,-79.843826
Hamilton,Turkey,Asia,Women+,135,43.255203,-79.843826
Hamilton,United Arab Emirates,Asia,Women+,165,43.255203,-79.843826
Hamilton,Uzbekistan,Asia,Women+,15,43.255203,-79.843826
Hamilton,West Bank and Gaza Strip,Asia,Women+,40,43.255203,-79.843826
Hamilton,Yemen,Asia,Women+,45,43.255203,-79.843826
Hamilton,China,Asia,Women+,520,43.255203,-79.843826
Hamilton,Hong Kong,Asia,Women+,20,43.255203,-79.843826
Hamilton,Japan,Asia,Women+,15,43.255203,-79.843826
Hamilton,"Korea, South",Asia,Women+,155,43.255203,-79.843826
Hamilton,Taiwan,Asia,Women+,25,43.255203,-79.843826
Hamilton,Cambodia,Asia,Women+,30,43.255203,-79.843826
Hamilton,Indonesia,Asia,Women+,25,43.255203,-79.843826
Hamilton,Malaysia,Asia,Women+,15,43.255203,-79.843826
Hamilton,Myanmar,Asia,Women+,10,43.255203,-79.843826
Hamilton,Philippines,Asia,Women+,1260,43.255203,-79.843826
Hamilton,Singapore,Asia,Women+,15,43.255203,-79.843826
Hamilton,Thailand,Asia,Women+,30,43.255203,-79.843826
Hamilton,Viet Nam,Asia,Women+,185,43.255203,-79.843826
Hamilton,Bangladesh,Asia,Women+,80,43.255203,-79.843826
Hamilton,India,Asia,Women+,2365,43.255203,-79.843826
Hamilton,Nepal,Asia,Women+,45,43.255203,-79.843826
Hamilton,Pakistan,Asia,Women+,415,43.255203,-79.843826
Hamilton,Sri Lanka,Asia,Women+,45,43.255203,-79.843826
Hamilton,United States of America,North America,Men+,390,43.255203,-79.843826
Hamilton,El Salvador,North America,Men+,90,43.255203,-79.843826
Hamilton,Guatemala,North America,Men+,15,43.255203,-79.843826
Hamilton,Honduras,North America,Men+,15,43.255203,-79.843826
Hamilton,Mexico,North America,Men+,120,43.255203,-79.843826
Hamilton,Bahamas,North America,Men+,20,43.255203,-79.843826
Hamilton,Barbados,North America,Men+,20,43.255203,-79.843826
Hamilton,Cuba,North America,Men+,30,43.255203,-79.843826
Hamilton,Dominican Republic,North America,Men+,30,43.255203,-79.843826
Hamilton,Haiti,North America,Men+,15,43.255203,-79.843826
Hamilton,Jamaica,North America,Men+,280,43.255203,-79.843826
Hamilton,Saint Lucia,North America,Men+,10,43.255203,-79.843826
Hamilton,Trinidad and Tobago,North America,Men+,40,43.255203,-79.843826
Hamilton,Argentina,South America,Men+,10,43.255203,-79.843826
Hamilton,Bolivia,South America,Men+,10,43.255203,-79.843826
Hamilton,Brazil,South America,Men+,150,43.255203,-79.843826
Hamilton,Colombia,South America,Men+,155,43.255203,-79.843826
Hamilton,Ecuador,South America,Men+,10,43.255203,-79.843826
Hamilton,Guyana,South America,Men+,30,43.255203,-79.843826
Hamilton,Venezuela,South America,Men+,75,43.255203,-79.843826
Hamilton,Belgium,Europe,Men+,10,43.255203,-79.843826
Hamilton,France,Europe,Men+,60,43.255203,-79.843826
Hamilton,Germany,Europe,Men+,45,43.255203,-79.843826
Hamilton,Bulgaria,Europe,Men+,10,43.255203,-79.843826
Hamilton,Czechia,Europe,Men+,10,43.255203,-79.843826
Hamilton,Hungary,Europe,Men+,45,43.255203,-79.843826
Hamilton,Lithuania,Europe,Men+,10,43.255203,-79.843826
Hamilton,Moldova,Europe,Men+,15,43.255203,-79.843826
Hamilton,Poland,Europe,Men+,40,43.255203,-79.843826
Hamilton,Romania,Europe,Men+,35,43.255203,-79.843826
Hamilton,Russian Federation,Europe,Men+,60,43.255203,-79.843826
Hamilton,Slovakia,Europe,Men+,10,43.255203,-79.843826
Hamilton,Ukraine,Europe,Men+,60,43.255203,-79.843826
Hamilton,Finland,Europe,Men+,10,43.255203,-79.843826
Hamilton,Ireland,Europe,Men+,65,43.255203,-79.843826
Hamilton,Norway,Europe,Men+,15,43.255203,-79.843826
Hamilton,Sweden,Europe,Men+,10,43.255203,-79.843826
Hamilton,United Kingdom,Europe,Men+,305,43.255203,-79.843826
Hamilton,Albania,Europe,Men+,30,43.255203,-79.843826
Hamilton,Bosnia and Herzegovina,Europe,Men+,85,43.255203,-79.843826
Hamilton,Croatia,Europe,Men+,85,43.255203,-79.843826
Hamilton,Greece,Europe,Men+,20,43.255203,-79.843826
Hamilton,Italy,Europe,Men+,40,43.255203,-79.843826
Hamilton,Kosovo,Europe,Men+,30,43.255203,-79.843826
Hamilton,Portugal,Europe,Men+,100,43.255203,-79.843826
Hamilton,Serbia,Europe,Men+,50,43.255203,-79.843826
Hamilton,Slovenia,Europe,Men+,15,43.255203,-79.843826
Hamilton,Spain,Europe,Men+,10,43.255203,-79.843826
Hamilton,C̫te d'Ivoire,Africa,Men+,15,43.255203,-79.843826
Hamilton,Ghana,Africa,Men+,20,43.255203,-79.843826
Hamilton,Liberia,Africa,Men+,20,43.255203,-79.843826
Hamilton,Nigeria,Africa,Men+,465,43.255203,-79.843826
Hamilton,Burundi,Africa,Men+,60,43.255203,-79.843826
Hamilton,Eritrea,Africa,Men+,40,43.255203,-79.843826
Hamilton,Ethiopia,Africa,Men+,55,43.255203,-79.843826
Hamilton,Kenya,Africa,Men+,50,43.255203,-79.843826
Hamilton,Mauritius,Africa,Men+,10,43.255203,-79.843826
Hamilton,Rwanda,Africa,Men+,30,43.255203,-79.843826
Hamilton,Somalia,Africa,Men+,85,43.255203,-79.843826
Hamilton,Zimbabwe,Africa,Men+,45,43.255203,-79.843826
Hamilton,Algeria,Africa,Men+,35,43.255203,-79.843826
Hamilton,Egypt,Africa,Men+,285,43.255203,-79.843826
Hamilton,Morocco,Africa,Men+,20,43.255203,-79.843826
Hamilton,Sudan,Africa,Men+,110,43.255203,-79.843826
Hamilton,Tunisia,Africa,Men+,15,43.255203,-79.843826
Hamilton,Angola,Africa,Men+,10,43.255203,-79.843826
Hamilton,Cameroon,Africa,Men+,35,43.255203,-79.843826
Hamilton,Chad,Africa,Men+,50,43.255203,-79.843826
Hamilton,"Congo, Democratic Republic of the",Africa,Men+,95,43.255203,-79.843826
Hamilton,"South Africa, Republic of",Africa,Men+,140,43.255203,-79.843826
Hamilton,Afghanistan,Asia,Men+,120,43.255203,-79.843826
Hamilton,Azerbaijan,Asia,Men+,15,43.255203,-79.843826
Hamilton,Bahrain,Asia,Men+,15,43.255203,-79.843826
Hamilton,Cyprus,Asia,Men+,10,43.255203,-79.843826
Hamilton,Iran,Asia,Men+,85,43.255203,-79.843826
Hamilton,Iraq,Asia,Men+,445,43.255203,-79.843826
Hamilton,Israel,Asia,Men+,10,43.255203,-79.843826
Hamilton,Jordan,Asia,Men+,70,43.255203,-79.843826
Hamilton,Kazakhstan,Asia,Men+,10,43.255203,-79.843826
Hamilton,Kuwait,Asia,Men+,45,43.255203,-79.843826
Hamilton,Lebanon,Asia,Men+,100,43.255203,-79.843826
Hamilton,Qatar,Asia,Men+,20,43.255203,-79.843826
Hamilton,Saudi Arabia,Asia,Men+,140,43.255203,-79.843826
Hamilton,Syria,Asia,Men+,1125,43.255203,-79.843826
Hamilton,Turkey,Asia,Men+,150,43.255203,-79.843826
Hamilton,United Arab Emirates,Asia,Men+,145,43.255203,-79.843826
Hamilton,Uzbekistan,Asia,Men+,10,43.255203,-79.843826
Hamilton,West Bank and Gaza Strip,Asia,Men+,45,43.255203,-79.843826
Hamilton,Yemen,Asia,Men+,45,43.255203,-79.843826
Hamilton,China,Asia,Men+,380,43.255203,-79.843826
Hamilton,"Korea, South",Asia,Men+,135,43.255203,-79.843826
Hamilton,Cambodia,Asia,Men+,15,43.255203,-79.843826
Hamilton,Indonesia,Asia,Men+,20,43.255203,-79.843826
Hamilton,Myanmar,Asia,Men+,10,43.255203,-79.843826
Hamilton,Philippines,Asia,Men+,930,43.255203,-79.843826
Hamilton,Singapore,Asia,Men+,10,43.255203,-79.843826
Hamilton,Thailand,Asia,Men+,15,43.255203,-79.843826
Hamilton,Viet Nam,Asia,Men+,80,43.255203,-79.843826
Hamilton,Bangladesh,Asia,Men+,110,43.255203,-79.843826
Hamilton,India,Asia,Men+,2310,43.255203,-79.843826
Hamilton,Nepal,Asia,Men+,25,43.255203,-79.843826
Hamilton,Pakistan,Asia,Men+,350,43.255203,-79.843826
Hamilton,Sri Lanka,Asia,Men+,50,43.255203,-79.843826
Hamilton,United States of America,North America,Women+,420,43.255203,-79.843826
Hamilton,El Salvador,North America,Women+,60,43.255203,-79.843826
Hamilton,Guatemala,North America,Women+,25,43.255203,-79.843826
Hamilton,Honduras,North America,Women+,10,43.255203,-79.843826
Hamilton,Mexico,North America,Women+,90,43.255203,-79.843826
Hamilton,Nicaragua,North America,Women+,15,43.255203,-79.843826
Hamilton,Bahamas,North America,Women+,15,43.255203,-79.843826
Hamilton,Barbados,North America,Women+,10,43.255203,-79.843826
Hamilton,Cuba,North America,Women+,50,43.255203,-79.843826
Hamilton,Dominican Republic,North America,Women+,30,43.255203,-79.843826
Hamilton,Haiti,North America,Women+,10,43.255203,-79.843826
Hamilton,Jamaica,North America,Women+,245,43.255203,-79.843826
Hamilton,Trinidad and Tobago,North America,Women+,50,43.255203,-79.843826
Hamilton,Argentina,South America,Women+,15,43.255203,-79.843826
Hamilton,Brazil,South America,Women+,180,43.255203,-79.843826
Hamilton,Colombia,South America,Women+,225,43.255203,-79.843826
Hamilton,Guyana,South America,Women+,25,43.255203,-79.843826
Hamilton,Peru,South America,Women+,25,43.255203,-79.843826
Hamilton,Venezuela,South America,Women+,115,43.255203,-79.843826
Hamilton,Belgium,Europe,Women+,10,43.255203,-79.843826
Hamilton,France,Europe,Women+,70,43.255203,-79.843826
Hamilton,Germany,Europe,Women+,30,43.255203,-79.843826
Hamilton,Belarus,Europe,Women+,15,43.255203,-79.843826
Hamilton,Bulgaria,Europe,Women+,10,43.255203,-79.843826
Hamilton,Czechia,Europe,Women+,20,43.255203,-79.843826
Hamilton,Estonia,Europe,Women+,10,43.255203,-79.843826
Hamilton,Hungary,Europe,Women+,35,43.255203,-79.843826
Hamilton,Moldova,Europe,Women+,20,43.255203,-79.843826
Hamilton,Poland,Europe,Women+,65,43.255203,-79.843826
Hamilton,Romania,Europe,Women+,35,43.255203,-79.843826
Hamilton,Russian Federation,Europe,Women+,105,43.255203,-79.843826
Hamilton,Slovakia,Europe,Women+,10,43.255203,-79.843826
Hamilton,Ukraine,Europe,Women+,80,43.255203,-79.843826
Hamilton,Finland,Europe,Women+,15,43.255203,-79.843826
Hamilton,Ireland,Europe,Women+,25,43.255203,-79.843826
Hamilton,Norway,Europe,Women+,10,43.255203,-79.843826
Hamilton,United Kingdom,Europe,Women+,195,43.255203,-79.843826
Hamilton,Albania,Europe,Women+,30,43.255203,-79.843826
Hamilton,Bosnia and Herzegovina,Europe,Women+,45,43.255203,-79.843826
Hamilton,Croatia,Europe,Women+,55,43.255203,-79.843826
Hamilton,Greece,Europe,Women+,20,43.255203,-79.843826
Hamilton,Italy,Europe,Women+,15,43.255203,-79.843826
Hamilton,Kosovo,Europe,Women+,35,43.255203,-79.843826
Hamilton,Malta,Europe,Women+,10,43.255203,-79.843826
Hamilton,North Macedonia,Europe,Women+,15,43.255203,-79.843826
Hamilton,Portugal,Europe,Women+,85,43.255203,-79.843826
Hamilton,Serbia,Europe,Women+,75,43.255203,-79.843826
Hamilton,C̫te d'Ivoire,Africa,Women+,25,43.255203,-79.843826
Hamilton,Ghana,Africa,Women+,25,43.255203,-79.843826
Hamilton,Guinea,Africa,Women+,10,43.255203,-79.843826
Hamilton,Nigeria,Africa,Women+,570,43.255203,-79.843826
Hamilton,Burundi,Africa,Women+,60,43.255203,-79.843826
Hamilton,Eritrea,Africa,Women+,30,43.255203,-79.843826
Hamilton,Ethiopia,Africa,Women+,45,43.255203,-79.843826
Hamilton,Kenya,Africa,Women+,55,43.255203,-79.843826
Hamilton,Madagascar,Africa,Women+,10,43.255203,-79.843826
Hamilton,Malawi,Africa,Women+,10,43.255203,-79.843826
Hamilton,Mauritius,Africa,Women+,10,43.255203,-79.843826
Hamilton,Somalia,Africa,Women+,115,43.255203,-79.843826
Hamilton,Tanzania,Africa,Women+,10,43.255203,-79.843826
Hamilton,Uganda,Africa,Women+,15,43.255203,-79.843826
Hamilton,Zimbabwe,Africa,Women+,25,43.255203,-79.843826
Hamilton,Algeria,Africa,Women+,30,43.255203,-79.843826
Hamilton,Egypt,Africa,Women+,280,43.255203,-79.843826
Hamilton,Libya,Africa,Women+,10,43.255203,-79.843826
Hamilton,Morocco,Africa,Women+,30,43.255203,-79.843826
Hamilton,Sudan,Africa,Women+,185,43.255203,-79.843826
Hamilton,Tunisia,Africa,Women+,20,43.255203,-79.843826
Hamilton,Cameroon,Africa,Women+,30,43.255203,-79.843826
Hamilton,Chad,Africa,Women+,65,43.255203,-79.843826
Hamilton,"Congo, Democratic Republic of the",Africa,Women+,130,43.255203,-79.843826
Hamilton,"South Africa, Republic of",Africa,Women+,75,43.255203,-79.843826
Hamilton,Afghanistan,Asia,Women+,170,43.255203,-79.843826
Hamilton,Azerbaijan,Asia,Women+,20,43.255203,-79.843826
Hamilton,Iran,Asia,Women+,115,43.255203,-79.843826
Hamilton,Iraq,Asia,Women+,535,43.255203,-79.843826
Hamilton,Israel,Asia,Women+,30,43.255203,-79.843826
Hamilton,Jordan,Asia,Women+,105,43.255203,-79.843826
Hamilton,Kazakhstan,Asia,Women+,25,43.255203,-79.843826
Hamilton,Kuwait,Asia,Women+,80,43.255203,-79.843826
Hamilton,Kyrgyzstan,Asia,Women+,20,43.255203,-79.843826
Hamilton,Lebanon,Asia,Women+,80,43.255203,-79.843826
Hamilton,Oman,Asia,Women+,30,43.255203,-79.843826
Hamilton,Qatar,Asia,Women+,15,43.255203,-79.843826
Hamilton,Saudi Arabia,Asia,Women+,125,43.255203,-79.843826
Hamilton,Syria,Asia,Women+,945,43.255203,-79.843826
Hamilton,Turkey,Asia,Women+,125,43.255203,-79.843826
Hamilton,United Arab Emirates,Asia,Women+,130,43.255203,-79.843826
Hamilton,Uzbekistan,Asia,Women+,15,43.255203,-79.843826
Hamilton,West Bank and Gaza Strip,Asia,Women+,40,43.255203,-79.843826
Hamilton,Yemen,Asia,Women+,45,43.255203,-79.843826
Hamilton,China,Asia,Women+,465,43.255203,-79.843826
Hamilton,Hong Kong,Asia,Women+,20,43.255203,-79.843826
Hamilton,Japan,Asia,Women+,15,43.255203,-79.843826
Hamilton,"Korea, South",Asia,Women+,135,43.255203,-79.843826
Hamilton,Taiwan,Asia,Women+,25,43.255203,-79.843826
Hamilton,Cambodia,Asia,Women+,30,43.255203,-79.843826
Hamilton,Indonesia,Asia,Women+,25,43.255203,-79.843826
Hamilton,Malaysia,Asia,Women+,15,43.255203,-79.843826
Hamilton,Myanmar,Asia,Women+,10,43.255203,-79.843826
Hamilton,Philippines,Asia,Women+,1185,43.255203,-79.843826
Hamilton,Singapore,Asia,Women+,10,43.255203,-79.843826
Hamilton,Thailand,Asia,Women+,30,43.255203,-79.843826
Hamilton,Viet Nam,Asia,Women+,170,43.255203,-79.843826
Hamilton,Bangladesh,Asia,Women+,80,43.255203,-79.843826
Hamilton,India,Asia,Women+,2315,43.255203,-79.843826
Hamilton,Nepal,Asia,Women+,45,43.255203,-79.843826
Hamilton,Pakistan,Asia,Women+,365,43.255203,-79.843826
Hamilton,Sri Lanka,Asia,Women+,45,43.255203,-79.843826
Kamloops,United States of America,North America,Men+,25,50.676109,-120.340836
Kamloops,Mexico,North America,Men+,20,50.676109,-120.340836
Kamloops,France,Europe,Men+,10,50.676109,-120.340836
Kamloops,Germany,Europe,Men+,10,50.676109,-120.340836
Kamloops,United Kingdom,Europe,Men+,60,50.676109,-120.340836
Kamloops,Nigeria,Africa,Men+,35,50.676109,-120.340836
Kamloops,"South Africa, Republic of",Africa,Men+,45,50.676109,-120.340836
Kamloops,Syria,Asia,Men+,20,50.676109,-120.340836
Kamloops,China,Asia,Men+,35,50.676109,-120.340836
Kamloops,"Korea, South",Asia,Men+,15,50.676109,-120.340836
Kamloops,Philippines,Asia,Men+,125,50.676109,-120.340836
Kamloops,Viet Nam,Asia,Men+,10,50.676109,-120.340836
Kamloops,India,Asia,Men+,170,50.676109,-120.340836
Kamloops,Pakistan,Asia,Men+,25,50.676109,-120.340836
Kamloops,Sri Lanka,Asia,Men+,15,50.676109,-120.340836
Kamloops,United States of America,North America,Women+,30,50.676109,-120.340836
Kamloops,Brazil,South America,Women+,10,50.676109,-120.340836
Kamloops,Colombia,South America,Women+,15,50.676109,-120.340836
Kamloops,Ukraine,Europe,Women+,15,50.676109,-120.340836
Kamloops,Finland,Europe,Women+,10,50.676109,-120.340836
Kamloops,United Kingdom,Europe,Women+,50,50.676109,-120.340836
Kamloops,Nigeria,Africa,Women+,10,50.676109,-120.340836
Kamloops,Egypt,Africa,Women+,10,50.676109,-120.340836
Kamloops,"South Africa, Republic of",Africa,Women+,40,50.676109,-120.340836
Kamloops,Syria,Asia,Women+,10,50.676109,-120.340836
