"REF_DATE","GEO","DGUID","Number of residential properties owned","Immigration status","Other immigration characteristics","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1264698556","1.2.2.18.10","44","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340311796","1.2.2.19.11","530","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1264691922","1.2.2.19.6","278000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1264695240","1.2.2.19.8","85000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1264698558","1.2.2.19.10","53","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340311797","1.2.2.20.11","245","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1264691924","1.2.2.20.6","261000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1264695242","1.2.2.20.8","85000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1264698560","1.2.2.20.10","56","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340311798","1.2.2.21.11","165","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1264691926","1.2.2.21.6","240000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1264695244","1.2.2.21.8","90000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1264698562","1.2.2.21.10","50","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other refugee admission category","Number of property owners","Number","223","units","0","v1340311799","1.2.2.22.11","50","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other refugee admission category","Median of total assessment value","Dollars","81","units","0","v1264691928","1.2.2.22.6","178000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other refugee admission category","Median family total income","Dollars","81","units","0","v1264695246","1.2.2.22.8","65000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other refugee admission category","Median age of property owners","Years","308","units","0","v1264698564","1.2.2.22.10","40","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other admission category","Number of property owners","Number","223","units","0","v1340311800","1.2.2.23.11","85","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other admission category","Median of total assessment value","Dollars","81","units","0","v1264691930","1.2.2.23.6","234000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other admission category","Median family total income","Dollars","81","units","0","v1264695248","1.2.2.23.8","70000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other admission category","Median age of property owners","Years","308","units","0","v1264698566","1.2.2.23.10","53","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Number of property owners","Number","223","units","0","v1340311801","1.2.2.24.11","6085","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median of total assessment value","Dollars","81","units","0","v1264691932","1.2.2.24.6","226000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median family total income","Dollars","81","units","0","v1264695250","1.2.2.24.8","80000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median age of property owners","Years","308","units","0","v1264698568","1.2.2.24.10","69","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified admission category","Number of property owners","Number","223","units","0","v1340311783","1.2.2.25.11","0","","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified admission category","Median of total assessment value","Dollars","81","units","0","v1264691896","1.2.2.25.6","","..","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified admission category","Median family total income","Dollars","81","units","0","v1264695214","1.2.2.25.8","","..","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified admission category","Median age of property owners","Years","308","units","0","v1264698532","1.2.2.25.10","","..","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","America","Number of property owners","Number","223","units","0","v1340311804","1.2.2.28.11","3585","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","America","Median of total assessment value","Dollars","81","units","0","v1264691938","1.2.2.28.6","230000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","America","Median family total income","Dollars","81","units","0","v1264695256","1.2.2.28.8","95000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","America","Median age of property owners","Years","308","units","0","v1264698574","1.2.2.28.10","57","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Europe","Number of property owners","Number","223","units","0","v1340311805","1.2.2.29.11","7385","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Europe","Median of total assessment value","Dollars","81","units","0","v1264691940","1.2.2.29.6","248000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Europe","Median family total income","Dollars","81","units","0","v1264695258","1.2.2.29.8","95000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Europe","Median age of property owners","Years","308","units","0","v1264698576","1.2.2.29.10","56","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Africa","Number of property owners","Number","223","units","0","v1340311806","1.2.2.30.11","1300","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Africa","Median of total assessment value","Dollars","81","units","0","v1264691942","1.2.2.30.6","284000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Africa","Median family total income","Dollars","81","units","0","v1264695260","1.2.2.30.8","105000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Africa","Median age of property owners","Years","308","units","0","v1264698578","1.2.2.30.10","49","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Asia","Number of property owners","Number","223","units","0","v1340311807","1.2.2.31.11","6175","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Asia","Median of total assessment value","Dollars","81","units","0","v1264691944","1.2.2.31.6","302000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Asia","Median family total income","Dollars","81","units","0","v1264695262","1.2.2.31.8","90000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Asia","Median age of property owners","Years","308","units","0","v1264698580","1.2.2.31.10","46","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Oceania","Number of property owners","Number","223","units","0","v1340311808","1.2.2.32.11","215","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Oceania","Median of total assessment value","Dollars","81","units","0","v1264691946","1.2.2.32.6","267000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Oceania","Median family total income","Dollars","81","units","0","v1264695264","1.2.2.32.8","115000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Oceania","Median age of property owners","Years","308","units","0","v1264698582","1.2.2.32.10","52","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other places of birth","Number of property owners","Number","223","units","0","v1340311809","1.2.2.33.11","1890","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other places of birth","Median of total assessment value","Dollars","81","units","0","v1264691948","1.2.2.33.6","212000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other places of birth","Median family total income","Dollars","81","units","0","v1264695266","1.2.2.33.8","70000","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Other places of birth","Median age of property owners","Years","308","units","0","v1264698584","1.2.2.33.10","70","A","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified place of birth","Number of property owners","Number","223","units","0","v1340311803","1.2.2.34.11","0","","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified place of birth","Median of total assessment value","Dollars","81","units","0","v1264691936","1.2.2.34.6","","..","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified place of birth","Median family total income","Dollars","81","units","0","v1264695254","1.2.2.34.8","","..","","","0"
"2020","Nova Scotia","2016A000212","Single-property owner","Immigrant","Unspecified place of birth","Median age of property owners","Years","308","units","0","v1264698572","1.2.2.34.10","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Total, all periods of immigration","Number of property owners","Number","223","units","0","v1340311857","1.3.2.1.11","4815","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Total, all periods of immigration","Median of total assessment value","Dollars","81","units","0","v1264692044","1.3.2.1.6","463000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Total, all periods of immigration","Median family total income","Dollars","81","units","0","v1264695362","1.3.2.1.8","105000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Total, all periods of immigration","Median age of property owners","Years","308","units","0","v1264698680","1.3.2.1.10","59","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal entrepreneur","Number of property owners","Number","223","units","0","v1340311863","1.3.2.7.11","140","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal entrepreneur","Median of total assessment value","Dollars","81","units","0","v1264692056","1.3.2.7.6","561000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal entrepreneur","Median family total income","Dollars","81","units","0","v1264695374","1.3.2.7.8","55000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal entrepreneur","Median age of property owners","Years","308","units","0","v1264698692","1.3.2.7.10","63","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal investor","Number of property owners","Number","223","units","0","v1340311864","1.3.2.8.11","20","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal investor","Median of total assessment value","Dollars","81","units","0","v1264692058","1.3.2.8.6","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal investor","Median family total income","Dollars","81","units","0","v1264695376","1.3.2.8.8","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal investor","Median age of property owners","Years","308","units","0","v1264698694","1.3.2.8.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal skilled worker","Number of property owners","Number","223","units","0","v1340311865","1.3.2.9.11","1030","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal skilled worker","Median of total assessment value","Dollars","81","units","0","v1264692060","1.3.2.9.6","556000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal skilled worker","Median family total income","Dollars","81","units","0","v1264695378","1.3.2.9.8","130000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Federal skilled worker","Median age of property owners","Years","308","units","0","v1264698696","1.3.2.9.10","55","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Caregiver","Number of property owners","Number","223","units","0","v1340311866","1.3.2.10.11","15","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Caregiver","Median of total assessment value","Dollars","81","units","0","v1264692062","1.3.2.10.6","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Caregiver","Median family total income","Dollars","81","units","0","v1264695380","1.3.2.10.8","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Caregiver","Median age of property owners","Years","308","units","0","v1264698698","1.3.2.10.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Provincial and territorial nominee","Number of property owners","Number","223","units","0","v1340311867","1.3.2.11.11","445","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median of total assessment value","Dollars","81","units","0","v1264692064","1.3.2.11.6","490000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median family total income","Dollars","81","units","0","v1264695382","1.3.2.11.8","90000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median age of property owners","Years","308","units","0","v1264698700","1.3.2.11.10","47","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec investor","Number of property owners","Number","223","units","0","v1340311868","1.3.2.12.11","20","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec investor","Median of total assessment value","Dollars","81","units","0","v1264692066","1.3.2.12.6","1030000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec investor","Median family total income","Dollars","81","units","0","v1264695384","1.3.2.12.8","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec investor","Median age of property owners","Years","308","units","0","v1264698702","1.3.2.12.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec skilled worker","Number of property owners","Number","223","units","0","v1340311869","1.3.2.13.11","40","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec skilled worker","Median of total assessment value","Dollars","81","units","0","v1264692068","1.3.2.13.6","482000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec skilled worker","Median family total income","Dollars","81","units","0","v1264695386","1.3.2.13.8","130000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Quebec skilled worker","Median age of property owners","Years","308","units","0","v1264698704","1.3.2.13.10","48","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other economic admission category","Number of property owners","Number","223","units","0","v1340311870","1.3.2.14.11","135","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other economic admission category","Median of total assessment value","Dollars","81","units","0","v1264692070","1.3.2.14.6","458000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other economic admission category","Median family total income","Dollars","81","units","0","v1264695388","1.3.2.14.8","65000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other economic admission category","Median age of property owners","Years","308","units","0","v1264698706","1.3.2.14.10","57","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored child","Number of property owners","Number","223","units","0","v1340311871","1.3.2.15.11","20","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored child","Median of total assessment value","Dollars","81","units","0","v1264692072","1.3.2.15.6","344000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored child","Median family total income","Dollars","81","units","0","v1264695390","1.3.2.15.8","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored child","Median age of property owners","Years","308","units","0","v1264698708","1.3.2.15.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Number of property owners","Number","223","units","0","v1340311872","1.3.2.16.11","60","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median of total assessment value","Dollars","81","units","0","v1264692074","1.3.2.16.6","436000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median family total income","Dollars","81","units","0","v1264695392","1.3.2.16.8","80000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median age of property owners","Years","308","units","0","v1264698710","1.3.2.16.10","56","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored spouse or partner","Number of property owners","Number","223","units","0","v1340311873","1.3.2.17.11","870","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1264692076","1.3.2.17.6","441000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1264695394","1.3.2.17.8","110000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1264698712","1.3.2.17.10","53","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340311874","1.3.2.18.11","20","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1264692078","1.3.2.18.6","399000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median family total income","Dollars","81","units","0","v1264695396","1.3.2.18.8","100000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1264698714","1.3.2.18.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340311875","1.3.2.19.11","70","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1264692080","1.3.2.19.6","504000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1264695398","1.3.2.19.8","115000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1264698716","1.3.2.19.10","52","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340311876","1.3.2.20.11","55","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1264692082","1.3.2.20.6","554000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1264695400","1.3.2.20.8","100000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1264698718","1.3.2.20.10","60","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340311877","1.3.2.21.11","45","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1264692084","1.3.2.21.6","570000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1264695402","1.3.2.21.8","90000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1264698720","1.3.2.21.10","51","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other refugee admission category","Number of property owners","Number","223","units","0","v1340311878","1.3.2.22.11","5","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other refugee admission category","Median of total assessment value","Dollars","81","units","0","v1264692086","1.3.2.22.6","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other refugee admission category","Median family total income","Dollars","81","units","0","v1264695404","1.3.2.22.8","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other refugee admission category","Median age of property owners","Years","308","units","0","v1264698722","1.3.2.22.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other admission category","Number of property owners","Number","223","units","0","v1340311879","1.3.2.23.11","15","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other admission category","Median of total assessment value","Dollars","81","units","0","v1264692088","1.3.2.23.6","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other admission category","Median family total income","Dollars","81","units","0","v1264695406","1.3.2.23.8","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other admission category","Median age of property owners","Years","308","units","0","v1264698724","1.3.2.23.10","","x","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Number of property owners","Number","223","units","0","v1340311880","1.3.2.24.11","1810","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median of total assessment value","Dollars","81","units","0","v1264692090","1.3.2.24.6","385000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median family total income","Dollars","81","units","0","v1264695408","1.3.2.24.8","95000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median age of property owners","Years","308","units","0","v1264698726","1.3.2.24.10","69","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified admission category","Number of property owners","Number","223","units","0","v1340311862","1.3.2.25.11","0","","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified admission category","Median of total assessment value","Dollars","81","units","0","v1264692054","1.3.2.25.6","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified admission category","Median family total income","Dollars","81","units","0","v1264695372","1.3.2.25.8","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified admission category","Median age of property owners","Years","308","units","0","v1264698690","1.3.2.25.10","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","America","Number of property owners","Number","223","units","0","v1340311883","1.3.2.28.11","960","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","America","Median of total assessment value","Dollars","81","units","0","v1264692096","1.3.2.28.6","370000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","America","Median family total income","Dollars","81","units","0","v1264695414","1.3.2.28.8","105000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","America","Median age of property owners","Years","308","units","0","v1264698732","1.3.2.28.10","63","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Europe","Number of property owners","Number","223","units","0","v1340311884","1.3.2.29.11","1735","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Europe","Median of total assessment value","Dollars","81","units","0","v1264692098","1.3.2.29.6","399000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Europe","Median family total income","Dollars","81","units","0","v1264695416","1.3.2.29.8","100000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Europe","Median age of property owners","Years","308","units","0","v1264698734","1.3.2.29.10","58","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Africa","Number of property owners","Number","223","units","0","v1340311885","1.3.2.30.11","205","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Africa","Median of total assessment value","Dollars","81","units","0","v1264692100","1.3.2.30.6","635000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Africa","Median family total income","Dollars","81","units","0","v1264695418","1.3.2.30.8","145000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Africa","Median age of property owners","Years","308","units","0","v1264698736","1.3.2.30.10","55","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Asia","Number of property owners","Number","223","units","0","v1340311886","1.3.2.31.11","1320","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Asia","Median of total assessment value","Dollars","81","units","0","v1264692102","1.3.2.31.6","666000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Asia","Median family total income","Dollars","81","units","0","v1264695420","1.3.2.31.8","110000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Asia","Median age of property owners","Years","308","units","0","v1264698738","1.3.2.31.10","52","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Oceania","Number of property owners","Number","223","units","0","v1340311887","1.3.2.32.11","65","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Oceania","Median of total assessment value","Dollars","81","units","0","v1264692104","1.3.2.32.6","468000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Oceania","Median family total income","Dollars","81","units","0","v1264695422","1.3.2.32.8","120000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Oceania","Median age of property owners","Years","308","units","0","v1264698740","1.3.2.32.10","54","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other places of birth","Number of property owners","Number","223","units","0","v1340311888","1.3.2.33.11","535","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other places of birth","Median of total assessment value","Dollars","81","units","0","v1264692106","1.3.2.33.6","356000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other places of birth","Median family total income","Dollars","81","units","0","v1264695424","1.3.2.33.8","85000","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Other places of birth","Median age of property owners","Years","308","units","0","v1264698742","1.3.2.33.10","70","A","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified place of birth","Number of property owners","Number","223","units","0","v1340311882","1.3.2.34.11","0","","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified place of birth","Median of total assessment value","Dollars","81","units","0","v1264692094","1.3.2.34.6","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified place of birth","Median family total income","Dollars","81","units","0","v1264695412","1.3.2.34.8","","..","","","0"
"2020","Nova Scotia","2016A000212","Multiple-property owner","Immigrant","Unspecified place of birth","Median age of property owners","Years","308","units","0","v1264698730","1.3.2.34.10","","..","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Number of property owners","Number","223","units","0","v1340311936","8.1.2.1.11","15575","A","","","0"
