"REF_DATE","GEO","DGUID","Single and multiple mother tongue responses (3)","Age (8D)","Gender (3)","Statistics (3)","Mother tongue (234)","Immigrant status and period of immigration (11)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Marathi","2016 to 2021","","0","units","0","","37.1.1.2.1.133.10","65","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Nepali","2016 to 2021","","0","units","0","","37.1.1.2.1.134.10","120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Punjabi (Panjabi)","2016 to 2021","","0","units","0","","37.1.1.2.1.138.10","1345","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Sindhi","2016 to 2021","","0","units","0","","37.1.1.2.1.140.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Sinhala (Sinhalese)","2016 to 2021","","0","units","0","","37.1.1.2.1.141.10","70","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Urdu","2016 to 2021","","0","units","0","","37.1.1.2.1.142.10","730","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Indo-Aryan languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.143.10","45","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Kurdish","2016 to 2021","","0","units","0","","37.1.1.2.1.146.10","105","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Pashto","2016 to 2021","","0","units","0","","37.1.1.2.1.148.10","100","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Dari","2016 to 2021","","0","units","0","","37.1.1.2.1.150.10","860","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Iranian Persian","2016 to 2021","","0","units","0","","37.1.1.2.1.151.10","1590","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Persian (Farsi), n.o.s.","2016 to 2021","","0","units","0","","37.1.1.2.1.152.10","165","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Iranian languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.153.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Catalan","2016 to 2021","","0","units","0","","37.1.1.2.1.156.10","40","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Italian","2016 to 2021","","0","units","0","","37.1.1.2.1.157.10","390","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Portuguese","2016 to 2021","","0","units","0","","37.1.1.2.1.158.10","985","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Romanian","2016 to 2021","","0","units","0","","37.1.1.2.1.159.10","835","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Spanish","2016 to 2021","","0","units","0","","37.1.1.2.1.160.10","5215","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Japanese","2016 to 2021","","0","units","0","","37.1.1.2.1.163.10","60","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Korean","2016 to 2021","","0","units","0","","37.1.1.2.1.164.10","495","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Akan (Twi)","2016 to 2021","","0","units","0","","37.1.1.2.1.167.10","50","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Bamanankan","2016 to 2021","","0","units","0","","37.1.1.2.1.168.10","195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Edo","2016 to 2021","","0","units","0","","37.1.1.2.1.169.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Éwé","2016 to 2021","","0","units","0","","37.1.1.2.1.170.10","125","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Fulah (Pular, Pulaar, Fulfulde)","2016 to 2021","","0","units","0","","37.1.1.2.1.171.10","180","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Ga","2016 to 2021","","0","units","0","","37.1.1.2.1.172.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Igbo","2016 to 2021","","0","units","0","","37.1.1.2.1.175.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Kinyarwanda (Rwanda)","2016 to 2021","","0","units","0","","37.1.1.2.1.176.10","190","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Lingala","2016 to 2021","","0","units","0","","37.1.1.2.1.177.10","205","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Luba-Kasai","2016 to 2021","","0","units","0","","37.1.1.2.1.178.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Mòoré","2016 to 2021","","0","units","0","","37.1.1.2.1.179.10","65","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Mwani","2016 to 2021","","0","units","0","","37.1.1.2.1.180.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Rundi (Kirundi)","2016 to 2021","","0","units","0","","37.1.1.2.1.182.10","370","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Shona","2016 to 2021","","0","units","0","","37.1.1.2.1.183.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Soninke","2016 to 2021","","0","units","0","","37.1.1.2.1.184.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Swahili","2016 to 2021","","0","units","0","","37.1.1.2.1.186.10","175","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Wojenaka","2016 to 2021","","0","units","0","","37.1.1.2.1.187.10","125","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Wolof","2016 to 2021","","0","units","0","","37.1.1.2.1.188.10","315","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Yoruba","2016 to 2021","","0","units","0","","37.1.1.2.1.189.10","120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Niger-Congo languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.190.10","510","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Nilo-Saharan languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.194.10","50","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Sign languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.199.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Hakka","2016 to 2021","","0","units","0","","37.1.1.2.1.202.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Mandarin","2016 to 2021","","0","units","0","","37.1.1.2.1.203.10","3920","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","2016 to 2021","","0","units","0","","37.1.1.2.1.205.10","25","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Wu (Shanghainese)","2016 to 2021","","0","units","0","","37.1.1.2.1.206.10","65","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Yue (Cantonese)","2016 to 2021","","0","units","0","","37.1.1.2.1.207.10","220","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Chinese, n.o.s.","2016 to 2021","","0","units","0","","37.1.1.2.1.208.10","45","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Chinese languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.209.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Tibetan","2016 to 2021","","0","units","0","","37.1.1.2.1.216.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Thai","2016 to 2021","","0","units","0","","37.1.1.2.1.221.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Azerbaijani","2016 to 2021","","0","units","0","","37.1.1.2.1.224.10","30","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Turkish","2016 to 2021","","0","units","0","","37.1.1.2.1.226.10","350","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Uyghur","2016 to 2021","","0","units","0","","37.1.1.2.1.227.10","25","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Uzbek","2016 to 2021","","0","units","0","","37.1.1.2.1.228.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Turkic languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.229.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Finnish","2016 to 2021","","0","units","0","","37.1.1.2.1.232.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Hungarian","2016 to 2021","","0","units","0","","37.1.1.2.1.233.10","70","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Other languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.2.1.234.10","25","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","37.1.1.3.1.1.10","82905","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","English","2016 to 2021","","0","units","0","","37.1.1.3.1.3.10","8160","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","French","2016 to 2021","","0","units","0","","37.1.1.3.1.4.10","22550","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kabyle","2016 to 2021","","0","units","0","","37.1.1.3.1.10.10","2440","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tamazight","2016 to 2021","","0","units","0","","37.1.1.3.1.11.10","85","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Berber languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.3.1.12.10","40","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hausa","2016 to 2021","","0","units","0","","37.1.1.3.1.14.10","40","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Mina","2016 to 2021","","0","units","0","","37.1.1.3.1.15.10","95","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Coptic","2016 to 2021","","0","units","0","","37.1.1.3.1.16.10","55","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Somali","2016 to 2021","","0","units","0","","37.1.1.3.1.20.10","100","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Amharic","2016 to 2021","","0","units","0","","37.1.1.3.1.23.10","30","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Arabic","2016 to 2021","","0","units","0","","37.1.1.3.1.24.10","17470","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Aramaic, n.o.s.","2016 to 2021","","0","units","0","","37.1.1.3.1.28.10","85","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hebrew","2016 to 2021","","0","units","0","","37.1.1.3.1.30.10","75","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tigrigna","2016 to 2021","","0","units","0","","37.1.1.3.1.32.10","120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Semitic languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.3.1.33.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Khmer (Cambodian)","2016 to 2021","","0","units","0","","37.1.1.3.1.35.10","195","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Vietnamese","2016 to 2021","","0","units","0","","37.1.1.3.1.36.10","795","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Bikol","2016 to 2021","","0","units","0","","37.1.1.3.1.39.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Bisaya, n.o.s.","2016 to 2021","","0","units","0","","37.1.1.3.1.40.10","140","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Cebuano","2016 to 2021","","0","units","0","","37.1.1.3.1.41.10","400","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hiligaynon","2016 to 2021","","0","units","0","","37.1.1.3.1.43.10","160","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Ilocano","2016 to 2021","","0","units","0","","37.1.1.3.1.44.10","250","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Indonesian","2016 to 2021","","0","units","0","","37.1.1.3.1.45.10","75","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kankanaey","2016 to 2021","","0","units","0","","37.1.1.3.1.46.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kinaray-a","2016 to 2021","","0","units","0","","37.1.1.3.1.47.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Merina","2016 to 2021","","0","units","0","","37.1.1.3.1.49.10","85","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Malagasy, n.o.s.","2016 to 2021","","0","units","0","","37.1.1.3.1.50.10","35","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Malay","2016 to 2021","","0","units","0","","37.1.1.3.1.51.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Pampangan (Kapampangan, Pampango)","2016 to 2021","","0","units","0","","37.1.1.3.1.52.10","25","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","37.1.1.3.1.54.10","2715","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Waray-Waray","2016 to 2021","","0","units","0","","37.1.1.3.1.55.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Austronesian languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.3.1.56.10","45","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Haitian Creole","2016 to 2021","","0","units","0","","37.1.1.3.1.58.10","2415","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Morisyen","2016 to 2021","","0","units","0","","37.1.1.3.1.61.10","215","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Sango","2016 to 2021","","0","units","0","","37.1.1.3.1.62.10","60","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Creole, n.o.s.","2016 to 2021","","0","units","0","","37.1.1.3.1.63.10","640","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Creole languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.3.1.64.10","25","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kannada","2016 to 2021","","0","units","0","","37.1.1.3.1.66.10","80","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Malayalam","2016 to 2021","","0","units","0","","37.1.1.3.1.67.10","510","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tamil","2016 to 2021","","0","units","0","","37.1.1.3.1.68.10","530","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Telugu","2016 to 2021","","0","units","0","","37.1.1.3.1.69.10","265","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Dravidian languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.3.1.71.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Georgian","2016 to 2021","","0","units","0","","37.1.1.3.1.72.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Albanian","2016 to 2021","","0","units","0","","37.1.1.3.1.75.10","220","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Armenian","2016 to 2021","","0","units","0","","37.1.1.3.1.76.10","1120","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Baltic languages","2016 to 2021","","0","units","0","","37.1.1.3.1.78.10","25","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Lithuanian","2016 to 2021","","0","units","0","","37.1.1.3.1.80.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Slavic languages","2016 to 2021","","0","units","0","","37.1.1.3.1.81.10","2725","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Bulgarian","2016 to 2021","","0","units","0","","37.1.1.3.1.83.10","160","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Czech","2016 to 2021","","0","units","0","","37.1.1.3.1.84.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Polish","2016 to 2021","","0","units","0","","37.1.1.3.1.86.10","110","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Russian","2016 to 2021","","0","units","0","","37.1.1.3.1.87.10","2005","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Serbo-Croatian","2016 to 2021","","0","units","0","","37.1.1.3.1.89.10","105","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Croatian","2016 to 2021","","0","units","0","","37.1.1.3.1.91.10","55","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Serbian","2016 to 2021","","0","units","0","","37.1.1.3.1.92.10","45","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Slovak","2016 to 2021","","0","units","0","","37.1.1.3.1.94.10","45","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Slovene (Slovenian)","2016 to 2021","","0","units","0","","37.1.1.3.1.95.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Ukrainian","2016 to 2021","","0","units","0","","37.1.1.3.1.96.10","290","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","German","2016 to 2021","","0","units","0","","37.1.1.3.1.106.10","140","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Swiss German","2016 to 2021","","0","units","0","","37.1.1.3.1.108.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Yiddish","2016 to 2021","","0","units","0","","37.1.1.3.1.109.10","20","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Afrikaans","2016 to 2021","","0","units","0","","37.1.1.3.1.111.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Dutch","2016 to 2021","","0","units","0","","37.1.1.3.1.112.10","40","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Danish","2016 to 2021","","0","units","0","","37.1.1.3.1.118.10","30","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Norwegian","2016 to 2021","","0","units","0","","37.1.1.3.1.120.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Swedish","2016 to 2021","","0","units","0","","37.1.1.3.1.121.10","15","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Greek","2016 to 2021","","0","units","0","","37.1.1.3.1.123.10","200","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Assamese","2016 to 2021","","0","units","0","","37.1.1.3.1.126.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Bengali","2016 to 2021","","0","units","0","","37.1.1.3.1.127.10","635","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Gujarati","2016 to 2021","","0","units","0","","37.1.1.3.1.128.10","330","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hindi","2016 to 2021","","0","units","0","","37.1.1.3.1.129.10","705","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kashmiri","2016 to 2021","","0","units","0","","37.1.1.3.1.131.10","10","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Marathi","2016 to 2021","","0","units","0","","37.1.1.3.1.133.10","65","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Nepali","2016 to 2021","","0","units","0","","37.1.1.3.1.134.10","80","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Punjabi (Panjabi)","2016 to 2021","","0","units","0","","37.1.1.3.1.138.10","1230","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Sinhala (Sinhalese)","2016 to 2021","","0","units","0","","37.1.1.3.1.141.10","80","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Urdu","2016 to 2021","","0","units","0","","37.1.1.3.1.142.10","640","","","","0"
"2021","Montréal (CMA), Que.","2021S0503462","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Indo-Aryan languages, n.i.e.","2016 to 2021","","0","units","0","","37.1.1.3.1.143.10","30","","","","0"
